Year,AvgTemp
1933,16.701
1933,16.024
1933,15.143
1933,14.130999999999998
1933,13.352
1934,13.276
1934,13.701
1934,14.072
1934,15.02
1934,15.951
1934,16.578000000000007
1934,16.851
1934,16.740000000000002
1934,16.128
1934,15.332
1934,14.412
1934,13.673
1935,13.299
1935,13.857000000000001
1935,14.269
1935,15.013
1935,15.847999999999999
1935,16.504
1935,16.848
1935,16.715
1935,16.143
1935,15.311
1935,14.069
1935,13.55
1936,13.26
1936,13.533
1936,14.206
1936,15.089
1936,15.935
1936,16.524
1936,16.928
1936,16.811
1936,16.191
1936,15.412
1936,14.338
1936,13.767
1937,13.417
1937,13.904000000000002
1937,14.276
1937,15.228
1937,16.051
1937,16.679000000000002
1937,17.054000000000002
1937,16.941
1937,16.402
1937,15.523
1937,14.447000000000001
1937,13.684000000000001
1938,13.595999999999998
1938,13.827
1938,14.491
1938,15.363
1938,16.000999999999998
1938,16.607000000000006
1938,16.871
1938,16.904
1938,16.367
1938,15.526
1938,14.408
1938,13.556
1939,13.537999999999998
1939,13.757
1939,14.273
1939,15.296
1939,16.174
1939,16.712
1939,16.988
1939,16.892
1939,16.3
1939,15.232000000000001
1939,14.379
1939,14.087
1940,13.575999999999999
1940,13.932
1940,14.48
1940,15.452
1940,16.08
1940,16.725
1940,17.123
1940,16.945999999999998
1940,16.43
1940,15.384
1940,14.377
1940,13.96
1941,13.622
1941,13.946000000000002
1941,14.425
1941,15.407
1941,16.152
1941,16.753
1941,17.131
1941,16.915
1941,16.19
1941,15.629000000000001
1941,14.475
1941,13.970999999999998
1942,13.821
1942,13.773
1942,14.538
1942,15.307
1942,16.147000000000002
1942,16.729000000000006
1942,16.902
1942,16.766000000000002
1942,16.265
1942,15.358
1942,14.425999999999998
1942,13.872
1943,13.522
1943,13.939
1943,14.370999999999999
1943,15.335
1943,16.123
1943,16.596
1943,16.95
1943,16.912
1943,16.285
1943,15.62
1943,14.53
1943,13.957
1944,13.819
1944,14.023
1944,14.632
1944,15.432
1944,16.212
1944,16.772000000000002
1944,17.119
1944,17.117
1944,16.472
1944,15.623
1944,14.401
1944,13.767
1945,13.585999999999999
1945,13.747
1945,14.462
1945,15.431
1945,16.064
1945,16.660999999999998
1945,16.910999999999998
1945,17.105999999999998
1945,16.358
1945,15.574000000000002
1945,14.453
1945,13.616
1946,13.638
1946,13.816
1946,14.514
1946,15.440999999999999
1946,15.994000000000002
1946,16.512999999999998
1946,16.944000000000006
1946,16.717000000000002
1946,16.252
1946,15.437000000000001
1946,14.359000000000002
1946,13.528
1947,13.532
1947,13.832
1947,14.54
1947,15.373
1947,16.089000000000002
1947,16.701
1947,16.973
1947,16.804000000000002
1947,16.261
1947,15.49
1947,14.435
1947,13.692
1948,13.665999999999999
1948,13.692
1948,14.284
1948,15.265999999999998
1948,16.173
1948,16.742
1948,16.938
1948,16.902
1948,16.243
1948,15.389000000000001
1948,14.299
1948,13.54
1949,13.704
1949,13.686
1949,14.322
1949,15.312
1949,16.063
1949,16.467000000000002
1949,16.807000000000002
1949,16.796
1949,16.177
1949,15.375
1949,14.331
1949,13.633
1950,13.311
1950,13.554
1950,14.296
1950,15.093
1950,16.033
1950,16.66
1950,16.980999999999998
1950,16.730999999999998
1950,16.124000000000002
1950,15.245
1950,14.06
1950,13.586
1951,13.341
1951,13.488
1951,14.277999999999999
1951,15.198
1951,16.158
1951,16.768
1951,17.046
1951,17.081
1951,16.43
1951,15.529000000000002
1951,14.422
1951,13.995
1952,13.762
1952,14.009
1952,14.373
1952,15.363
1952,16.129
1952,16.750999999999998
1952,17.067999999999998
1952,16.952
1952,16.395
1952,15.434000000000001
1952,14.334
1952,13.787
1953,13.642
1953,14.02
1953,14.561
1953,15.517999999999999
1953,16.266
1953,16.89
1953,17.088
1953,16.985
1953,16.418
1953,15.470999999999998
1953,14.332
1953,13.862
1954,13.38
1954,13.783
1954,14.385
1954,15.225999999999999
1954,15.970999999999998
1954,16.609
1954,16.851
1954,16.816
1954,16.223
1954,15.423
1954,14.48
1954,13.62
1955,13.717
1955,13.718
1955,14.179
1955,15.119000000000002
1955,15.882
1955,16.555
1955,16.809
1955,16.899
1955,16.148
1955,15.333
1955,14.211
1955,13.522
1956,13.444
1956,13.626
1956,14.231
1956,15.029000000000002
1956,15.823
1956,16.472
1956,16.830000000000002
1956,16.605
1956,16.088
1956,15.159
1956,14.261
1956,13.704
1957,13.472999999999999
1957,13.804
1957,14.380999999999998
1957,15.324000000000002
1957,16.215999999999998
1957,16.878
1957,17.034000000000002
1957,17.049
1957,16.38
1957,15.463
1957,14.515999999999998
1957,13.970999999999998
1958,13.880999999999998
1958,14.071000000000002
1958,14.547
1958,15.359000000000002
1958,16.18
1958,16.619
1958,17.039
1958,16.832
1958,16.284000000000002
1958,15.437000000000001
1958,14.507
1958,13.829
1959,13.636
1959,13.873
1959,14.612
